"cov.day3.b1"	"cov.day3.b2"	"cov.day3.b5"	"cov.day6.b7"	"cov.day6.b8"	"cov.day6.b9"	"cov.day9.b11"	"cov.day9.b12"	"cov.day9.b14"	"cov.day12.b16"	"cov.day12.b17"	"cov.day12.b19"	"cov.day19.b28"	"cov.day19.b32"	"cov.day19.b33"	"unnorm.day3.b1"	"unnorm.day3.b2"	"unnorm.day3.b5"	"unnorm.day6.b7"	"unnorm.day6.b8"	"unnorm.day6.b9"	"unnorm.day9.b11"	"unnorm.day9.b12"	"unnorm.day9.b14"	"unnorm.day12.b16"	"unnorm.day12.b17"	"unnorm.day12.b19"	"unnorm.day19.b28"	"unnorm.day19.b32"	"unnorm.day19.b33"	"unnorm.LG1"	"unnorm.LG2"	"unnorm.LG3"	"functional.category"	"protein.annotation"	"Accession"	"Taxa"	"norm.day3.b1"	"norm.day3.b2"	"norm.day3.b5"	"norm.day6.b7"	"norm.day6.b8"	"norm.day6.b9"	"norm.day9.b11"	"norm.day9.b12"	"norm.day9.b14"	"norm.day12.b16"	"norm.day12.b17"	"norm.day12.b19"	"norm.day19.b28"	"norm.day19.b32"	"norm.day19.b33"	"ave.unnorm.day3"	"ave.unnorm.day6"	"ave.unnorm.day9"	"ave.unnorm.day12"	"ave.unnorm.day19"	"ave.norm.day3"	"ave.norm.day6"	"ave.norm.day9"	"ave.norm.day12"	"ave.norm.day19"
"636-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7268	0.7614	0.773715734	1.4828	0.7818	0.87580657	1.1079	0.712	0.76875782	1.1351	0.9845	0.774185658	1.1459	0.851	1.232003927	0.959	0.6576	0.897052526	"-"	"kegg:hypothetical_protein_uniprot:K9VCZ8_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF3393"	"Prok_bin48_NODE_90_length_111772_cov_261.202_54"	"Prok_bin48"	0.0343871768480196	0.277805427477193	0.0676141388242798	0.078737133229757	0.045052286134291	0.050201320746602	0.0853308699630534	0.0320603763168172	0.0401686058970984	0.163973446269256	0.0345109626491602	0.0325579841229996	0.0456675388426648	0.0294746577007386	0.0344707169506871	0.753971911333333	1.04680219	0.86288594	0.964595219333333	1.076301309	0.126602247716498	0.0579969133702167	0.0525199507256563	0.0770141310138053	0.0365376378313635
"637-Prok_bin48-photosystem"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.5385	0.8596	0.668138683	1.3476	0.7281	0.874363899	0.9171	0.7783	0.68872112	0.9352	1.0623	0.772640586	1.1377	1.2805	1.370799303	0.8169	0.7575	1.078670144	"photosystem"	"kegg:photosystem_I_reaction_centre_subunit_XI_PsaL_uniprot:K9VCW7_9CYAN_Photosystem_I_reaction_centre_subunit_XI_PsaL_(TrEMBL)_pfam:PsaL"	"Prok_bin48_NODE_90_length_111772_cov_261.202_56"	"Prok_bin48"	0.0254781160328268	0.313634811478061	0.058387880304155	0.0715579719047886	0.0419577507474767	0.0501186266996701	0.0706353830157201	0.0350457737182287	0.0359865831898636	0.135096438156117	0.0372381875289008	0.0324930069058101	0.0453407443418272	0.0443505278328974	0.0383541267477731	0.688746227666667	0.983354633	0.79470704	0.923380195333333	1.26299976766667	0.132500269271681	0.0545447831173118	0.0472225799746041	0.0682758775302759	0.0426817996408326
"638-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.3617	1.4091	0.945086777	1.7418	1.1148	1.250513315	1.4231	0.6953	0.780474424	1.9393	0.79	0.716902196	1.0324	0.7902	1.046410799	1.6608	1.0777	1.372406721	"-"	"kegg:Glycogen_synthase_uniprot:F5UHJ7_9CYAN_Glycogen_synthase_(TrEMBL)_pfam:Glycos_transf_1"	"Prok_bin48_NODE_90_length_111772_cov_261.202_75"	"Prok_bin48"	0.0644262778122568	0.514126120118352	0.0825900595438442	0.0924901123951921	0.0642418631139775	0.071679549086063	0.109607691167453	0.0313083983891615	0.0407808138464476	0.280145982160134	0.0276929004498086	0.0301489572609876	0.041144224715217	0.0273688302175366	0.0292779346526152	1.23862892566667	1.36903777166667	0.966291474666667	1.14873406533333	0.956336933	0.220380819158151	0.0761371748650775	0.0605656344676874	0.11266261329031	0.0325969965284563
"639-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6424	1.3736	0.90402782	1.7537	0.9351	1.097649217	0.9576	0.6804	0.769643962	1.7707	0.9194	0.790409267	1.1927	0.7134	0.871952534	2.1526	0.9676	1.46193099	"-"	"kegg:2-methylcitrate_synthase/citrate_synthase_II_uniprot:K9VHK7_9CYAN_Citrate_synthase_(TrEMBL)_pfam:Citrate_synt"	"Prok_bin48_NODE_90_length_111772_cov_261.202_86"	"Prok_bin48"	0.0303939493769507	0.501173542399098	0.0790019639467368	0.0931220060325229	0.0538864067078223	0.0629173636021862	0.0737547080752955	0.0306374719746663	0.0402149079805905	0.255790486572964	0.0322289274348785	0.0332402597487252	0.0475326586767138	0.0247088376071761	0.0243966990163241	0.973342606666667	1.262149739	0.802547987333333	1.16016975566667	0.926017511333333	0.203523151907595	0.0699752587808438	0.0482023626768508	0.107086557918856	0.032212731766738
"640-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.912	0.9026	1.030031204	1.7057	1.0247	1.157341838	1.0892	0.6473	0.965347946	1.4534	1.2815	0.750942767	1.2342	0.8329	1.100938201	1.5136	0.9657	1.26328516	"-"	"kegg:hypothetical_protein_uniprot:F5UIH1_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:Amidinotransf"	"Prok_bin48_NODE_90_length_111772_cov_261.202_89"	"Prok_bin48"	0.0431495669859574	0.329323849278848	0.090013256497374	0.0905731913609365	0.0590497283215758	0.0663389506462595	0.0838905890096198	0.0291470247048817	0.0504406982116259	0.20995419505571	0.0449220910461136	0.0315805161625293	0.0491865576748555	0.0288477584006406	0.0308035780367035	0.948210401333333	1.295913946	0.900615982	1.161947589	1.05601273366667	0.15416222425406	0.0719872901095906	0.0544927706420425	0.0954856007547843	0.0362792980373999
"641-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7949	0.9401	0.839621067	1.715	0.9103	1.190172434	0.877	0.7624	0.774206698	1.2837	1.4231	0.803293586	1.2194	1.1935	1.22548759	1.2614	1.3499	1.461000562	"-"	"kegg:argininosuccinate_synthase_uniprot:K9VFJ2_9CYAN_Argininosuccinate_synthase_(TrEMBL)_pfam:Arginosuc_synth"	"Prok_bin48_NODE_90_length_111772_cov_261.202_92"	"Prok_bin48"	0.0376092004354579	0.343006149686511	0.0733735309871932	0.0910670242035563	0.0524572730468727	0.0682208037135391	0.0675468661048811	0.034329818685311	0.040453316929974	0.18543979647242	0.049885780544459	0.0337821032317489	0.0485967334538315	0.0413372549539735	0.0342883938238207	0.858207022333333	1.27182414466667	0.804535566	1.17003119533333	1.21279586333333	0.151329627036387	0.0705817003213227	0.047443333906722	0.0897025600828759	0.0414074607438753
"642-Prok_bin48-ribosomal-protein"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9016	0.6803	0.97244972	1.6456	0.7621	1.109366298	1.0085	0.6528	0.772577763	1.1704	0.9032	0.729197145	1.0983	0.8361	1.113576889	1.0632	0.5907	1.168116093	"ribosomal-protein"	"kegg:LSU_ribosomal_protein_L20P_uniprot:F5UJV4_9CYAN_50S_ribosomal_protein_L20_(TrEMBL)_pfam:Focal_AT"	"Prok_bin48_NODE_93_length_108878_cov_254.53_11"	"Prok_bin48"	0.0426575105203281	0.248215172462221	0.0849812760402155	0.0873818629908876	0.0439170468955528	0.0635889878644875	0.0776750450020212	0.0293946821062054	0.0403682029365358	0.169072787872026	0.0316610477041356	0.0306660150883945	0.0437705366182903	0.0289585914260723	0.0311572008029368	0.851449906666667	1.17235543266667	0.811292587666667	0.934265715	1.01599229633333	0.125284653007588	0.0649626325836426	0.0491459766815875	0.0771332835548522	0.0346287762824331
"643-Prok_bin48-ribosomal-protein"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7018	0.6668	0.754793942	1.8099	0.664	1.006165385	0.8755	0.7714	0.797856271	1.1605	0.9068	0.726046205	1.1092	1.0018	1.330875874	1.1048	0.8157	0.902545452	"ribosomal-protein"	"kegg:LSU_ribosomal_protein_L35P_uniprot:A0A2G4F1P4_9CYAN_50S_ribosomal_protein_L35_(TrEMBL)_pfam:Ribosomal_L35p"	"Prok_bin48_NODE_93_length_108878_cov_254.53_12"	"Prok_bin48"	0.0332043488056414	0.243289544315462	0.0659605849221536	0.0961062432105053	0.0382639012447803	0.0576735011436524	0.0674313355471191	0.0347350762511135	0.0416890381841287	0.167642660906943	0.0317872431998562	0.0305335039091542	0.0442049341864769	0.0346976640242067	0.037237093603154	0.707797980666667	1.160021795	0.814918757	0.931115401666667	1.147291958	0.114151492681086	0.0640145485329793	0.0479518166607871	0.0766544693386513	0.0387132306046125
"644-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.5883	1.1331	0.884498358	1.5906	1.2109	1.185102582	0.65	1.1316	0.620451748	1.1105	1.0957	1.128616095	0.8801	1.2418	1.382933974	1.7544	1.2675	1.792739868	"-"	"kegg:phosphoribosylamine--glycine_ligase_uniprot:K9VMR3_9CYAN_Phosphoribosylamine--glycine_ligase_(TrEMBL)_pfam:ATP-grasp"	"Prok_bin48_NODE_93_length_108878_cov_254.53_21"	"Prok_bin48"	0.0278343094932443	0.413424389117951	0.0772953064538035	0.0844613461796949	0.0697797560501573	0.0679301992865938	0.0500632416968902	0.0509543846068965	0.0324194188276066	0.160419797446929	0.0384090012947535	0.0474633758999083	0.0350746146569765	0.043010140931583	0.0386936474263713	0.868632786	1.32886752733333	0.800683916	1.111605365	1.16827799133333	0.172851335021666	0.074057100505482	0.0444790150437978	0.0820973915471968	0.0389261343383103
"645-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.803	1.2827	0.965715051	1.6845	1.0092	1.295267224	1.0112	0.8031	0.691665113	1.6272	0.9592	0.935944796	1.1175	0.9588	1.26493454	1.2384	1.1483	1.842206717	"-"	"kegg:RNA_binding_S1_domain_protein_uniprot:F5UJT6_9CYAN_RNA_binding_S1_domain_protein_(TrEMBL)_pfam:DUF2110"	"Prok_bin48_NODE_93_length_108878_cov_254.53_23"	"Prok_bin48"	0.0379924367211884	0.468007646210922	0.084392740968882	0.0894474648809858	0.0581565197834823	0.0742448476546422	0.077883000005993	0.0361624834551066	0.0361404106911967	0.235060868442722	0.033624088748679	0.0393606824064572	0.0445357139861052	0.0332083452449684	0.0353920953772152	1.01713835033333	1.32965574133333	0.835321704333333	1.174114932	1.11374484666667	0.196797607966997	0.0739496107730368	0.0500619647174321	0.102681879865953	0.0377120515360963
"646-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7524	1.3836	0	1.2952	0.4671	0	0.5436	0.7345	0	1.43	0.513	0	1.2134	0.6808	0	1.6597	1.0592	0	"-"	"kegg:hypothetical_protein_uniprot:K9VQM5_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:Phosphonate-bd"	"Prok_bin48_NODE_93_length_108878_cov_254.53_28"	"Prok_bin48"	0.0355983927634149	0.504822155841141	0	0.0687755158883068	0.0269172714931278	0	0.0418682741329685	0.0330735202313234	0	0.206573894956423	0.0179828581401922	0	0.0483576155263893	0.0235797261605908	0	0.712	0.587433333333333	0.426033333333333	0.647666666666667	0.6314	0.180140182868185	0.0318975957938115	0.0249805981214306	0.0748522510322051	0.0239791138956601
"647-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8623	1.4585	1.150749326	1.7143	1.1543	1.440185785	0.9528	1.0051	0.85771817	1.6305	1.2608	0.673321366	1.1156	1.1416	1.204799652	1.5184	1.7538	1.89751339	"-"	"kegg:bacterial_translation_initiation_factor_2_(bIF-2)_uniprot:K9VRD3_9CYAN_Translation_initiation_factor_IF-2_(TrEMBL)_pfam:Arf"	"Prok_bin48_NODE_93_length_108878_cov_254.53_38"	"Prok_bin48"	0.0407981048377095	0.532150270522047	0.100562676007453	0.0910298539895957	0.0665181042271835	0.082551594157922	0.073385010290457	0.0452582643764508	0.0448169010384967	0.235537577431083	0.0441964669457198	0.0283161876190484	0.0444599933090819	0.0395396818227534	0.0337095579618054	1.15718310866667	1.43626192833333	0.93853939	1.188207122	1.153999884	0.22450368378907	0.0800331841249004	0.0544867252351348	0.102683410665284	0.0392364110312135
"648-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6555	1.0837	0	1.6568	1.0376	0	0.9281	0.968	0	1.3713	0.9578	0	1.0665	0.9269	0	1.7331	1.8703	0	"-"	"kegg:NusA_antitermination_factor_uniprot:F5UGL4_9CYAN_Transcription_termination/antitermination_protein_NusA_(TrEMBL)_pfam:KH_1"	"Prok_bin48_NODE_93_length_108878_cov_254.53_39"	"Prok_bin48"	0.0310137512711569	0.395400238714256	0	0.0879765864142578	0.0597931083306988	0	0.0714826071059751	0.0435877026329762	0	0.198094253254366	0.0335750127225654	0	0.0425032116028467	0.0321034785226963	0	0.579733333333333	0.898133333333333	0.632033333333333	0.776366666666667	0.664466666666667	0.142137996661804	0.0492565649149855	0.0383567699129838	0.0772230886589771	0.0248688967085143
"649-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8375	0.8767	0.749152482	2.2595	0.8536	1.187289357	1.014	0.6383	0.694619358	1.5862	0.8751	0.574194789	1.5526	0.8572	1.319786429	1.4588	0.9921	1.128022313	"-"	"kegg:RNP-1_like_RNA-binding_protein_uniprot:F5UIA1_9CYAN_RNP-1_like_RNA-binding_protein_(TrEMBL)_pfam:DUF908"	"Prok_bin48_NODE_93_length_108878_cov_254.53_62"	"Prok_bin48"	0.0396247394196703	0.319873940463955	0.0654675841431211	0.119980140634365	0.0491898585881693	0.0680555454497034	0.0780986570471488	0.0287417671390792	0.0362947738729962	0.229138120405509	0.0306760217514272	0.0241474698356801	0.0618757490244537	0.0296893966875124	0.0369268177092565	0.821117494	1.433463119	0.782306452666667	1.01183159633333	1.24319547633333	0.141655421342249	0.0790751815574125	0.0477117326864081	0.0946538706642056	0.0428306544737409
"650-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6414	1.1446	0.852567971	1.2431	0.9806	1.118389726	0.9206	0.8556	0.644968569	1.2179	1.0764	0.790572107	0.9146	0.9666	1.220238209	1.238	1.0531	1.64223063	"-"	"kegg:AAA_ATPase_central_domain_protein_uniprot:K9VMQ0_9CYAN_AAA_ATPase_central_domain_protein_(TrEMBL)_pfam:AAA"	"Prok_bin48_NODE_9668_length_4952_cov_267.005_4"	"Prok_bin48"	0.0303466362552556	0.417620294576301	0.0745049462162398	0.0660089899635224	0.0565084059648065	0.0641062116656995	0.0709049543171649	0.0385264859222876	0.0337004549289352	0.17593450815904	0.0377324532204734	0.0332471079021104	0.036449542739769	0.0334785007444582	0.034141519351547	0.879522657	1.11402990866667	0.807056189666667	1.02829070233333	1.03381273633333	0.174157292349265	0.0622078691980095	0.0477106317227959	0.0823046897605414	0.0346898542785914
"651-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.892	1.757	1.046967387	1.3438	1.1364	1.020162344	0.9413	0.7453	0.832539082	1.2379	0.9766	0.791645408	1.0927	0.8497	1.142663121	1.3444	0.8833	1.382799506	"-"	"kegg:extracellular_solute-binding_protein_family_3_uniprot:K9VM90_9CYAN_Extracellular_solute-binding_protein_family_3_(TrEMBL)_pfam:NMT1"	"Prok_bin48_NODE_99_length_105133_cov_257.844_21"	"Prok_bin48"	0.0422033045520549	0.641061381767046	0.0914932902852295	0.0713561907432881	0.0654865924315787	0.0584758082423945	0.0724992760142812	0.0335598293102863	0.043501260616497	0.178823653543046	0.0342340336446621	0.0332922450298215	0.0435473598860109	0.0294296317841569	0.0319710157985395	1.231989129	1.166787448	0.839713027333333	1.00204846933333	1.02835437366667	0.25825265886811	0.0651061971390871	0.0498534553136882	0.08211664407251	0.0349826691562358
"652-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7942	1.2578	0	1.1922	1.036	0	0.8695	0.7651	0	1.3051	0.9107	0	0.9011	1.0096	0	1.3684	1.1777	0	"-"	"kegg:beta-Ig-H3/fasciclin_uniprot:F5UJY0_9CYAN_Beta-Ig-H3/fasciclin_(TrEMBL)_pfam:Fasciclin"	"Prok_bin48_NODE_99_length_105133_cov_257.844_24"	"Prok_bin48"	0.0375760812502713	0.458922598740234	0	0.0633061844055276	0.0597009061590246	0	0.0669692133160709	0.0344513959550517	0	0.188531182033306	0.0319239549868869	0	0.0359115274030241	0.0349678195236964	0	0.684	0.742733333333333	0.544866666666667	0.7386	0.6369	0.165499559996835	0.0410023635215174	0.0338068697570409	0.0734850456733977	0.0236264489755735
"653-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7569	0.8732	0.914137304	1.7995	0.9413	1.038265228	1.032	0.8392	0.757114828	1.3012	0.9309	0.703442872	1.2715	1.001	1.202959895	1.76	1.0892	1.606003881	"-"	"kegg:Cell_division_protein_sepF_uniprot:F5UJW7_9CYAN_Cell_division_protein_SepF_(TrEMBL)_pfam:SepF"	"Prok_bin48_NODE_99_length_105133_cov_257.844_34"	"Prok_bin48"	0.035811301811043	0.31859692575924	0.079885420266132	0.0955540000316616	0.0542436901230597	0.0595134673754181	0.0794850237402934	0.0377880165801587	0.0395602442714423	0.187967798683425	0.0326320519350972	0.0295829322351167	0.0506730741237877	0.0346699557678488	0.0336580826852943	0.848079101333333	1.25968840933333	0.876104942666667	0.978514290666667	1.15848663166667	0.144764549278805	0.0697703858433798	0.0522777615306315	0.083394260951213	0.0396670375256436
"654-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.0542	1.0803	0.845289528	1.3032	1.0956	1.089686751	1.0622	0.9324	0.644427538	1.5869	0.946	0.842141628	1.0518	0.6999	1.173348069	1.323	1.6075	1.80528307	"-"	"kegg:GTP-binding_protein_engA_uniprot:F5UJW2_9CYAN_GTPase_Der_(TrEMBL)_pfam:AAA"	"Prok_bin48_NODE_99_length_105133_cov_257.844_39"	"Prok_bin48"	0.0498774928910047	0.394159710143961	0.0738688913529344	0.0692003183335712	0.0631354370538874	0.0624609542496051	0.0818110389699028	0.0419846838171353	0.0336721853485138	0.22923924049395	0.0331613719310366	0.0354158378812813	0.0419173726806134	0.0242412607811362	0.0328295618907831	0.993263176	1.162828917	0.879675846	1.125013876	0.975016023	0.172635364795967	0.0649322365456879	0.0524893027118506	0.0992721501020892	0.0329960651175109
"655-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.0074	1.0396	0.899826646	2.022	0.9746	1.1808604	1.2175	0.7186	0.657777607	1.4814	1.031	0.540760517	1.4079	0.7484	0.939494371	0.8336	0.8358	1.080106378	"-"	"kegg:peptidyl-prolyl_cis-trans_isomerase_cyclophilin_type_uniprot:K9VM66_9CYAN_Peptidyl-prolyl_cis-trans_isomerase_(TrEMBL)_pfam:Pro_isomerase"	"Prok_bin48_NODE_99_length_105133_cov_257.844_6"	"Prok_bin48"	0.0476632387956727	0.379309853434844	0.0786348281246534	0.107368818040578	0.0561626478210284	0.0676870369873575	0.0937723027168675	0.0323575651984057	0.0343697439897515	0.213998998593318	0.0361409878022186	0.0227414085302405	0.0561090216743065	0.0259210738228352	0.0262864783380718	0.982275548666667	1.3924868	0.864625869	1.01772017233333	1.031931457	0.168535973451723	0.0770728342829879	0.0534998706350082	0.0909604649752592	0.0361055246117378
"656-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8539	1.1434	1.141183734	1.454	0.7128	1.062682033	1.0064	0.6265	0.718308389	1.49	0.5781	0.584373236	1.1489	0.9729	0.924759567	1.6924	0.7151	0.993437409	"-"	"kegg:3-oxoacyl-(acyl-carrier-protein)_reductase_uniprot:F5UKD4_9CYAN_3-oxoacyl-(Acyl-carrier-protein)_reductase_(TrEMBL)_pfam:adh_short"	"Prok_bin48_NODE_99_length_105133_cov_257.844_64"	"Prok_bin48"	0.0404006746154705	0.417182460963256	0.0997267497919151	0.0772078444268052	0.0410760674808424	0.0609130410956886	0.0775133022211544	0.0282104294416938	0.037532556859481	0.215241331108441	0.0202648933544739	0.0245755192478571	0.0457870978063859	0.0336967032632768	0.0258742075271786	1.04616124466667	1.076494011	0.783736129666667	0.884157745333333	1.01551985566667	0.185769961790214	0.0597323176677787	0.0477520961741097	0.0866939145702573	0.0351193361989471
"657-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8615	1.0835	0.874536037	1.7065	1.1019	1.123563766	0.9901	0.6527	0.857239664	1.45	1.1581	0.80486095	1.2811	0.841	1.14824605	1.6868	1.2198	1.618953109	"-"	"kegg:D-3-phosphoglycerate_dehydrogenase_uniprot:F5UKD9_9CYAN_D-3-phosphoglycerate_dehydrogenase_(TrEMBL)_pfam:2-Hacid_dh"	"Prok_bin48_NODE_99_length_105133_cov_257.844_68"	"Prok_bin48"	0.0407602543403534	0.395327266445415	0.0764247105417575	0.0906156716054629	0.0634984831048545	0.0644027881592919	0.07625787016014	0.0293901792443632	0.044791898471455	0.209463040340429	0.0405963898872447	0.0338480179276615	0.0510556628076952	0.0291283044962645	0.0321272227400088	0.939845345666667	1.31065458866667	0.833346554666667	1.13765365	1.09011535	0.170837410442509	0.0728389809565364	0.0501466492919861	0.0946358160517785	0.0374370633479895
